episode,reward,score,lines,pieces,epsilon,loss,avg_reward_100,avg_lines_100
70,-388.4,0,0,25,0.7040696960536299,8.813254470825195,-369.3157142857142,0.07142857142857142
71,-380.90000000000003,0,0,26,0.7005493475733617,8.78804874420166,-369.47887323943655,0.07042253521126761
72,-387.40000000000003,0,0,26,0.697046600835495,8.575914291235117,-369.72777777777776,0.06944444444444445
73,-382.70000000000005,0,0,21,0.6935613678313175,9.070627008165632,-369.90547945205475,0.0684931506849315
74,-416.80000000000007,100,1,31,0.6900935609921609,8.47875742758474,-370.5391891891892,0.08108108108108109
75,-346.4,0,0,30,0.6866430931872001,8.484388748804728,-370.21733333333333,0.08
76,-381.0,0,0,25,0.6832098777212641,8.646518096923828,-370.3592105263158,0.07894736842105263
77,-357.20000000000005,0,0,27,0.6797938283326578,10.00708210909808,-370.18831168831167,0.07792207792207792
78,-325.79999999999995,0,0,31,0.6763948591909945,8.772481979862336,-369.61923076923074,0.07692307692307693
79,-382.79999999999995,0,0,26,0.6730128848950395,8.371992166225727,-369.78607594936705,0.0759493670886076
80,-391.70000000000005,0,0,23,0.6696478204705644,8.796259631281314,-370.06,0.075
81,-331.09999999999997,100,1,30,0.6662995813682115,8.678639793395996,-369.57901234567896,0.08641975308641975
82,-338.30000000000007,200,2,34,0.6629680834613705,8.489712841370526,-369.19756097560975,0.10975609756097561
83,-385.1,0,0,23,0.6596532430440636,8.294025317482326,-369.38915662650595,0.10843373493975904
84,-374.8,0,0,27,0.6563549768288433,8.116391552819145,-369.45357142857137,0.10714285714285714
85,-386.8,0,0,25,0.653073201944699,8.205307731628418,-369.65764705882344,0.10588235294117647
86,-423.8,0,0,18,0.6498078359349755,8.42844565709432,-370.2872093023255,0.10465116279069768
87,-395.8,0,0,25,0.6465587967553006,8.085004005432129,-370.5804597701149,0.10344827586206896
88,-364.1,0,0,28,0.6433260027715241,8.355589883668083,-370.50681818181806,0.10227272727272728
89,-369.2,100,1,29,0.6401093727576664,8.207454780052448,-370.49213483146053,0.11235955056179775
90,-407.9000000000001,0,0,22,0.6369088258938781,8.113521315834738,-370.90777777777765,0.1111111111111111
91,-387.29999999999995,0,0,23,0.6337242817644086,8.16810655593872,-371.087912087912,0.10989010989010989
92,-329.70000000000005,0,0,30,0.6305556603555866,8.63300739924113,-370.6380434782608,0.10869565217391304
93,-347.5,200,2,33,0.6274028820538087,8.018600940704346,-370.38924731182783,0.12903225806451613
94,-359.6,0,0,29,0.6242658676435396,8.287357609847497,-370.27446808510626,0.1276595744680851
95,-388.69999999999993,0,0,25,0.6211445383053219,8.330783920288086,-370.4684210526314,0.12631578947368421
96,-352.4,0,0,28,0.6180388156137953,9.022383230073112,-370.2802083333332,0.125
97,-395.1,0,0,23,0.6149486215357263,8.154248963231625,-370.53608247422665,0.12371134020618557
98,-352.70000000000005,0,0,28,0.6118738784280476,8.382120881761823,-370.3540816326529,0.12244897959183673
99,-357.9,0,0,24,0.6088145090359074,7.703390856583913,-370.22828282828266,0.12121212121212122
100,-358.4,0,0,29,0.6057704364907278,8.156033959882013,-370.10999999999984,0.12
101,-393.1,0,0,25,0.6027415843082742,7.699888362884521,-370.50099999999986,0.12
102,-362.1,0,0,26,0.5997278763867329,7.707544235082773,-370.46099999999984,0.12
103,-360.9,0,0,27,0.5967292370047992,7.657158427768284,-370.38999999999976,0.12
104,-351.49999999999994,200,2,34,0.5937455908197752,7.871161348679486,-370.15499999999986,0.14
105,-366.29999999999995,0,0,26,0.5907768628656763,7.90824451813331,-369.8909999999999,0.14
106,-390.9,0,0,23,0.5878229785513479,7.728742972664211,-370.2069999999999,0.14
107,-354.40000000000003,0,0,29,0.5848838636585911,7.551236136206265,-370.2259999999999,0.14
108,-294.8,100,1,36,0.5819594443402982,7.686180631319682,-369.32399999999996,0.14
109,-371.6,0,0,28,0.5790496471185967,7.580865928104946,-369.371,0.14
110,-374.4000000000001,0,0,27,0.5761543988830038,7.804776668548584,-369.39599999999996,0.14
111,-364.6,100,1,27,0.5732736268885887,7.430951877876565,-369.26399999999995,0.15
112,-381.09999999999997,0,0,26,0.5704072587541458,7.477048507103553,-369.586,0.15
113,-355.3,200,2,32,0.567555222460375,7.57449047267437,-369.43700000000007,0.17
114,-345.29999999999995,0,0,31,0.5647174463480732,8.733345739303097,-368.875,0.17
115,-364.69999999999993,0,0,28,0.5618938591163328,8.08470014163426,-368.58099999999996,0.17
116,-373.9,0,0,28,0.5590843898207511,7.518858211381095,-368.51300000000003,0.17
117,-335.20000000000005,0,0,27,0.5562889678716474,7.817359624085603,-368.417,0.17
118,-370.5,0,0,22,0.5535075230322891,7.605330185456709,-368.32300000000004,0.17
119,-367.4000000000001,0,0,27,0.5507399854171277,7.804805579008879,-368.097,0.17
120,-378.19999999999993,0,0,26,0.547986285490042,7.57582427905156,-368.47,0.17
121,-350.6,0,0,30,0.5452463540625918,7.4444691181182865,-368.508,0.17
122,-343.3,100,1,33,0.5425201222922789,7.750529838330818,-367.86400000000003,0.18
123,-328.1,0,0,30,0.5398075216808175,7.630829652150472,-367.588,0.18
124,-309.9,0,0,25,0.5371084840724134,7.5863825225830075,-366.708,0.18
125,-359.20000000000005,0,0,28,0.5344229416520513,7.342811141695295,-366.79099999999994,0.18
126,-359.7,0,0,28,0.531750826943791,7.596435938562665,-366.8619999999999,0.18
127,-367.5,0,0,27,0.5290920728090721,7.498671584659153,-366.63099999999986,0.18
128,-373.9000000000001,0,0,28,0.5264466124450268,7.480367047446115,-367.0539999999999,0.18
129,-346.6,0,0,27,0.5238143793828016,7.5000795081809715,-366.89399999999995,0.18
130,-327.2,100,1,33,0.5211953074858876,7.422753868681012,-366.62499999999983,0.17
131,-366.6,0,0,28,0.5185893309484582,7.1896606513432095,-366.5219999999998,0.17
132,-358.19999999999993,100,1,30,0.5159963842937159,8.954415814081829,-366.2329999999999,0.18
133,-373.5,0,0,27,0.5134164023722473,8.163971953921848,-366.2089999999999,0.18
134,-345.9,0,0,28,0.510849320360386,7.922941173825945,-365.8479999999998,0.18
135,-334.49999999999994,400,4,39,0.5082950737585841,7.678083236400898,-365.41999999999985,0.22
136,-339.0,0,0,31,0.5057535983897912,8.304590609765821,-365.1169999999999,0.22
137,-339.6,0,0,26,0.5032248303978422,8.009027829537025,-364.84299999999996,0.22
138,-306.4,200,2,37,0.500708706245853,7.804545763376597,-364.1729999999999,0.24
139,-383.0,100,1,31,0.4982051627146237,7.700687839138892,-364.26399999999995,0.25
140,-385.2,0,0,26,0.49571413690105054,7.557333616109995,-364.42799999999994,0.25
141,-358.1,100,1,30,0.4932355662165453,7.47183715502421,-364.431,0.26
142,-372.50000000000006,0,0,27,0.4907693883854626,7.781713079523157,-364.56299999999993,0.26
143,-303.9,0,0,28,0.4883155414435353,7.68404746055603,-364.13599999999997,0.26
144,-327.4,100,1,31,0.4858739637363176,7.65999880144673,-363.376,0.27
145,-327.8,100,1,32,0.483444593917636,7.688277497887611,-362.91700000000003,0.28
146,-334.20000000000005,0,0,30,0.4810273709480478,7.802281538645427,-363.2150000000001,0.28
147,-358.3,0,0,24,0.47862223409330756,7.280762553215027,-362.86500000000007,0.28
148,-355.9,300,3,33,0.47622912292284103,8.044700550310539,-362.6650000000001,0.31
149,-345.1,0,0,29,0.4738479773082268,8.8437222283462,-362.3590000000001,0.3
150,-345.7,0,0,31,0.47147873742168567,8.495155334472656,-361.9030000000001,0.3
151,-326.3,200,2,35,0.46912134373457726,8.401135172162737,-361.5690000000001,0.32
152,-355.4,0,0,29,0.46677573701590436,8.533273762670056,-361.1880000000001,0.32
153,-331.2,0,0,29,0.46444185833082485,8.468980904283194,-361.148,0.32
154,-408.2,0,0,23,0.46211964903917074,8.606554238692574,-361.29900000000004,0.32
155,-342.6,0,0,26,0.4598090507939749,7.858014766986553,-360.606,0.32
156,-295.0,0,0,36,0.457510005540005,8.117575420273674,-359.911,0.32
157,-362.20000000000005,0,0,28,0.45522245551230495,8.273131098066058,-359.8309999999999,0.32
158,-367.9,0,0,27,0.4529463432347434,8.170794857872856,-360.08299999999997,0.32
159,-352.00000000000006,100,1,28,0.4506816115185697,8.298098870686122,-359.99699999999996,0.33
160,-325.29999999999995,100,1,33,0.4484282034609769,7.92503497094819,-359.57,0.34
161,-334.5,0,0,29,0.446186062443672,7.953487494896198,-359.064,0.34
162,-326.7,0,0,29,0.4439551321314536,8.031344726167877,-358.37800000000004,0.34
163,-334.0,100,1,30,0.4417353564707963,8.32251493136088,-358.245,0.35
164,-331.5,600,5,44,0.43952667968844233,7.832474166696722,-357.70000000000005,0.4
165,-311.0,100,1,34,0.43732904629000013,9.428167918149162,-357.0390000000001,0.41
166,-337.20000000000005,0,0,30,0.4351424010585501,8.724293200174968,-357.24000000000007,0.41
167,-347.0,300,3,37,0.43296668905325736,8.854811114233893,-357.23200000000014,0.44
168,-350.5,0,0,28,0.43080185560799106,8.290042621748787,-357.2660000000001,0.44
169,-351.70000000000005,0,0,29,0.4286478463299511,8.54522599845097,-357.205,0.43
170,-281.70000000000005,200,2,37,0.42650460709830135,8.713722950703389,-356.13800000000003,0.45
171,-346.0,0,0,26,0.42437208406280985,8.41867683484004,-355.789,0.45
172,-357.6,100,1,31,0.4222502236424958,8.424375195657053,-355.491,0.46
173,-335.29999999999995,100,1,30,0.42013897252428334,8.511160961786906,-355.01700000000005,0.47
174,-343.79999999999995,0,0,32,0.4180382776616619,8.426150783896446,-354.28700000000003,0.46
175,-310.70000000000005,300,3,38,0.4159480862733536,8.255548201109233,-353.93,0.49
176,-395.6,0,0,25,0.41386834584198684,8.321509246826173,-354.0760000000001,0.49
177,-320.70000000000005,0,0,34,0.4117990041127769,8.393900969449211,-353.71100000000007,0.49
178,-340.5,0,0,30,0.40974000909221303,8.493613084157309,-353.858,0.49
179,-339.1,100,1,33,0.40769130904675194,8.13131095423843,-353.42100000000005,0.5
180,-315.40000000000003,0,0,34,0.40565285250151817,8.3538579379811,-352.658,0.5
181,-345.90000000000003,0,0,32,0.4036245882390106,9.119185820221901,-352.806,0.49
182,-308.1,200,2,39,0.4016064652978155,9.061275482177734,-352.504,0.49
183,-341.6,0,0,30,0.3995984329713264,9.006647157669068,-352.069,0.49
184,-365.6,100,1,27,0.3976004408064698,8.802288903130425,-351.97700000000003,0.5
185,-349.1,0,0,31,0.39561243860243744,8.51225419198313,-351.6000000000001,0.5
186,-330.4,0,0,32,0.3936343764094253,8.61303548514843,-350.66600000000005,0.5
187,-380.30000000000007,0,0,26,0.39166620452737816,8.950520827220036,-350.5110000000001,0.5
188,-354.9,100,1,31,0.3897078735047413,8.962134638140279,-350.41900000000015,0.51
189,-358.20000000000005,100,1,29,0.3877593341372176,8.817721481980948,-350.3090000000001,0.51
190,-372.69999999999993,0,0,27,0.3858205374665315,8.606717780784324,-349.95700000000005,0.51
191,-323.9,100,1,38,0.38389143477919885,8.576972534782008,-349.3230000000001,0.52
192,-341.4,0,0,30,0.3819719776053028,8.65153849919637,-349.44000000000005,0.52
193,-316.6,100,1,35,0.3800621177172763,8.547802025931222,-349.1310000000001,0.51
194,-338.1,0,0,29,0.37816180712868996,8.284388016010153,-348.916,0.51
195,-345.09999999999997,0,0,31,0.37627099809304654,8.585861975146878,-348.48,0.51
196,-311.4000000000001,200,2,38,0.3743896431025813,9.14809122838472,-348.07000000000005,0.53
197,-320.2,0,0,30,0.37251769488706843,9.721820068359374,-347.32099999999997,0.53
198,-328.2,0,0,31,0.3706551064126331,9.2459670805162,-347.07599999999996,0.53
199,-317.8,0,0,32,0.36880183088056995,9.159129425883293,-346.67500000000007,0.53
200,-309.1,100,1,32,0.3669578217261671,9.26724836230278,-346.182,0.54
201,-317.0999999999999,200,2,35,0.36512303261753626,9.369539301736014,-345.42199999999997,0.56
202,-336.0,100,1,32,0.3632974174544486,9.294606313109398,-345.161,0.57
203,-342.0,0,0,30,0.3614809303671764,9.190457566579182,-344.97200000000004,0.57
204,-277.6,0,0,37,0.3596735257153405,9.252534492595776,-344.233,0.55
205,-326.1,0,0,30,0.3578751580867638,9.469275013605754,-343.83099999999996,0.55
206,-319.7,0,0,32,0.35608578229633,9.15905375778675,-343.1189999999999,0.55
207,-308.29999999999995,100,1,34,0.3543053533848483,9.112849137362312,-342.65799999999996,0.56
208,-336.1,0,0,31,0.35253382661792404,9.066075078902706,-343.07099999999997,0.55
209,-342.6,0,0,31,0.3507711574848344,8.83120689084453,-342.7809999999999,0.55
210,-334.8,0,0,32,0.34901730169741024,9.207954332232475,-342.385,0.55
211,-348.0,100,1,31,0.3472722151889232,9.01104711717175,-342.21899999999994,0.55
212,-326.0,100,1,32,0.3455358541129786,9.584189862012863,-341.66799999999995,0.56
213,-329.4000000000001,100,1,33,0.3438081748424137,9.406219309026545,-341.409,0.55
214,-363.6,0,0,30,0.3420891339682016,9.380591615041096,-341.592,0.55
215,-339.9,200,2,35,0.3403786882983606,9.442347989763533,-341.34399999999994,0.57
216,-293.3,0,0,32,0.3386767948568688,9.128095507621765,-340.53799999999995,0.57
217,-305.09999999999997,0,0,36,0.33698341088258443,8.90647021929423,-340.2369999999999,0.57
218,-288.7,300,3,43,0.3352984938281715,8.91561769884686,-339.41899999999987,0.6
219,-327.0,0,0,29,0.33362200135903064,8.891225716163373,-339.0149999999999,0.6
220,-319.50000000000006,100,1,35,0.33195389135223546,8.681430217197963,-338.4279999999999,0.61
221,-299.0,100,1,37,0.3302941218954743,9.145331911138586,-337.9119999999999,0.62
222,-328.4999999999999,0,0,29,0.32864265128599696,8.717563168755893,-337.76399999999995,0.61
223,-309.79999999999995,100,1,32,0.326999438029567,8.827793017029762,-337.58099999999996,0.62
224,-354.70000000000005,0,0,28,0.3253644408394192,8.378630314554487,-338.02899999999994,0.62
225,-389.80000000000007,0,0,26,0.3237376186352221,8.558265722714937,-338.3349999999999,0.62
226,-331.0,100,1,33,0.322118930542046,9.200283686319986,-338.04799999999994,0.63
227,-308.59999999999997,0,0,32,0.32050833588933575,9.203458696603775,-337.45899999999995,0.63
228,-295.8,100,1,37,0.31890579420988907,9.448105232135669,-336.67799999999994,0.64
229,-327.00000000000006,0,0,33,0.3173112652388396,9.588410724293102,-336.48199999999997,0.64
230,-301.69999999999993,100,1,38,0.3157247089126454,9.257837596692537,-336.2269999999999,0.64
231,-327.69999999999993,0,0,32,0.3141460853680822,9.222344845533371,-335.8379999999999,0.64
232,-293.0,200,2,40,0.3125753549412418,9.2457284450531,-335.1859999999999,0.65
233,-322.1,300,3,37,0.31101247816653554,9.227527476645804,-334.6719999999999,0.68
234,-308.20000000000005,0,0,34,0.30945741577570285,9.190459882511812,-334.2949999999999,0.68
235,-328.4,0,0,31,0.3079101286968243,8.991365678848759,-334.2339999999999,0.64
236,-284.1,0,0,37,0.3063705780533402,9.071844706664214,-333.68499999999995,0.64
237,-309.8,0,0,27,0.30483872516307353,9.121266294408727,-333.38699999999994,0.64
238,-296.0,500,5,45,0.3033145315372582,8.655018128289116,-333.28299999999996,0.67
239,-251.40000000000003,300,3,45,0.3017979588795719,8.672327052222357,-331.967,0.69
240,-347.6,0,0,28,0.30028896908517405,8.60843300819397,-331.5909999999999,0.69
241,-288.80000000000007,100,1,39,0.2987875242397482,9.020332886622501,-330.89799999999997,0.69
242,-296.1,200,2,39,0.29729358661854943,9.396447426233536,-330.13399999999984,0.71
243,-298.20000000000005,100,1,37,0.29580711868545667,9.238149178994668,-330.0769999999998,0.72
244,-309.70000000000005,100,1,35,0.2943280830920294,9.36457142148699,-329.89999999999986,0.72
245,-285.59999999999997,200,2,41,0.29285644267656924,8.919340308119612,-329.4779999999999,0.73
246,-292.1000000000001,0,0,36,0.2913921604631864,9.164222902721828,-329.05699999999985,0.73
247,-244.9,300,3,45,0.28993519966087045,9.111292330423991,-327.9229999999999,0.76
248,-261.6,400,4,47,0.2884855236625661,9.00248691883493,-326.97999999999985,0.77
249,-355.6,0,0,30,0.28704309604425327,9.242617829640706,-327.08499999999987,0.77
250,-348.5,0,0,30,0.285607880564032,9.363846031824748,-327.1129999999999,0.77
251,-304.8,100,1,35,0.28417984116121187,8.94407593863351,-326.89799999999985,0.76
252,-322.09999999999997,0,0,29,0.2827589419554058,8.85318188831724,-326.5649999999998,0.76
253,-318.90000000000003,0,0,32,0.28134514724562876,8.694302469491959,-326.44199999999984,0.76
254,-315.20000000000005,0,0,31,0.2799384215094006,8.628877055260443,-325.5119999999999,0.76
255,-342.6000000000001,0,0,31,0.27853872940185365,9.375790703681208,-325.5119999999999,0.76
256,-279.0,100,1,38,0.27714603575484437,9.199539912374396,-325.3519999999999,0.77
257,-300.79999999999995,200,2,39,0.2757603055760701,9.182168654906445,-324.7379999999999,0.79
258,-297.70000000000005,0,0,37,0.2743815040481898,8.789644563520277,-324.0359999999999,0.79
259,-310.0,100,1,34,0.2730095965279488,9.300934679367963,-323.61599999999993,0.79
260,-262.6,500,5,46,0.27164454854530906,8.97920522482499,-322.9889999999999,0.83
261,-397.19999999999993,0,0,23,0.2702863258025825,9.41693059257839,-323.61599999999993,0.83
262,-289.5,200,2,40,0.2689348941735696,9.273049235343933,-323.2439999999999,0.85
263,-292.70000000000005,100,1,37,0.26759021970270175,9.259066543063602,-322.83099999999996,0.85
264,-328.1,100,1,30,0.2662522686041882,9.308521207173666,-322.7969999999999,0.81
265,-310.3,0,0,33,0.2649210072611673,9.084757241335781,-322.7899999999999,0.8
266,-344.1,0,0,31,0.26359640222486147,9.224492057677239,-322.8589999999999,0.8
267,-317.6,0,0,35,0.26227842021373715,9.342329938071115,-322.5649999999999,0.77
268,-320.90000000000003,0,0,34,0.2609670281126685,8.76849536334767,-322.2689999999999,0.77
269,-291.6,200,2,39,0.25966219297210513,9.032408518668932,-321.6679999999999,0.79
270,-328.70000000000005,100,1,32,0.2583638820072446,8.812377855181694,-322.13799999999986,0.78
271,-297.0,0,0,37,0.2570720625972084,9.04714178394627,-321.64799999999985,0.78
272,-307.3,100,1,36,0.25578670228422234,9.00485364596049,-321.14499999999987,0.78
273,-276.2,100,1,40,0.25450776877280124,8.524959433078767,-320.55399999999986,0.78
274,-305.4,300,3,40,0.2532352299289372,8.575508177280426,-320.16999999999985,0.81
275,-277.59999999999997,200,2,42,0.2519690537792925,8.962112665176392,-319.8389999999999,0.8
276,-283.69999999999993,300,3,43,0.2507092085103961,9.189799663632416,-318.7199999999999,0.83
277,-311.59999999999997,200,2,38,0.2494556624678441,8.772694449675711,-318.62899999999985,0.85
278,-310.5,400,4,40,0.24820838415550486,8.612448716163636,-318.3289999999999,0.89
279,-311.1,100,1,35,0.24696734223472733,8.470513480050224,-318.04899999999986,0.89
280,-247.3,400,4,47,0.2457325055235537,8.49861828824307,-317.3679999999998,0.93
281,-309.70000000000005,0,0,36,0.24450384299593592,8.680046213997734,-317.00599999999986,0.93
282,-283.8999999999999,200,2,40,0.24328132378095624,8.422075152397156,-316.7639999999999,0.93
283,-315.29999999999995,100,1,35,0.24206491716205145,8.812983226776122,-316.50099999999986,0.94
284,-233.4,600,5,51,0.2408545925762412,8.4125883065018,-315.1789999999999,0.98
285,-312.4,100,1,36,0.23965031961336,8.235696461465624,-314.8119999999999,0.99
286,-322.5,0,0,32,0.2384520680152932,8.270061805844307,-314.73299999999995,0.99
287,-315.40000000000003,100,1,35,0.23725980767521673,8.550105544498988,-314.08399999999995,1.0
288,-283.3,100,1,38,0.23607350863684065,8.34165324662861,-313.36799999999994,1.0
289,-306.79999999999995,0,0,32,0.23489314109365644,8.404431536793709,-312.8539999999999,0.99
290,-319.5,100,1,34,0.23371867538818816,8.24095618023592,-312.32199999999995,1.0
291,-307.5,200,2,38,0.23255008201124722,8.243715926220542,-312.15799999999996,1.01
292,-304.6,100,1,35,0.231387331601191,8.340745980398996,-311.7899999999999,1.02
293,-349.09999999999997,0,0,29,0.23023039494318503,8.344355944929452,-312.11499999999995,1.01
294,-272.5,200,2,42,0.2290792429684691,8.092081069946289,-311.45899999999995,1.03
295,-287.0,100,1,38,0.22793384675362674,8.111292048504477,-310.87799999999993,1.04
296,-316.1,0,0,34,0.22679417751985861,8.687749357784496,-310.92499999999995,1.02
297,-282.20000000000005,200,2,40,0.22566020663225933,8.71132001876831,-310.54499999999996,1.04
298,-314.4,200,2,34,0.22453190559909803,8.698527280022116,-310.407,1.06
299,-269.90000000000003,200,2,39,0.22340924607110255,8.78534878217257,-309.928,1.08
300,-237.60000000000002,500,5,51,0.22229219984074702,8.29394104901482,-309.21299999999997,1.12
301,-320.80000000000007,200,2,38,0.2211807388415433,8.298706933071738,-309.24999999999994,1.12
302,-312.5,100,1,35,0.22007483514733558,8.72169885635376,-309.015,1.12
303,-248.70000000000002,600,5,49,0.2189744609715989,8.508484986363625,-308.082,1.17
304,-316.9,0,0,36,0.2178795886667409,8.022199789683023,-308.475,1.17
305,-364.9,0,0,27,0.2167901907234072,8.295726864426225,-308.863,1.17
306,-277.7,200,2,42,0.21570623976979014,8.177082288832892,-308.44300000000004,1.19
307,-349.19999999999993,0,0,29,0.21462770857094118,8.058834026599753,-308.85200000000003,1.18
308,-285.7,300,3,41,0.21355457002808648,8.146144099351837,-308.348,1.21
309,-275.80000000000007,100,1,39,0.21248679717794605,8.301690798539381,-307.68000000000006,1.22
310,-266.09999999999997,700,7,52,0.21142436319205632,8.349799073659456,-306.993,1.29
311,-274.5,300,3,43,0.21036724137609603,8.531857557074968,-306.25800000000004,1.31
