episode,reward,score,lines,pieces,epsilon,loss,avg_reward_100,avg_lines_100
1,-20.700000000000003,0,0,3,0.5,6.091519832611084,-20.700000000000003,0.0
2,-14.7,0,0,3,0.25,3.7059566179911294,-17.700000000000003,0.0
